createdAt;chargeLevelPercent;houseLoadPowerW;chargingStatus;batteryVoltageV;dischargingCurrentA
Fri Feb 16 2024 15:03:55 GMT+0000 (Coordinated Universal Time);68;1211;discharging;50;25
Fri Feb 16 2024 15:04:01 GMT+0000 (Coordinated Universal Time);68;1211;discharging;50;25
Fri Feb 16 2024 15:04:07 GMT+0000 (Coordinated Universal Time);68;1210;discharging;50;25
Fri Feb 16 2024 15:04:12 GMT+0000 (Coordinated Universal Time);67;1208;discharging;49.9;25
Fri Feb 16 2024 15:04:17 GMT+0000 (Coordinated Universal Time);67;1213;discharging;49.9;25
Fri Feb 16 2024 15:04:23 GMT+0000 (Coordinated Universal Time);67;1215;discharging;49.9;25
Fri Feb 16 2024 15:04:28 GMT+0000 (Coordinated Universal Time);67;1211;discharging;49.9;25
Fri Feb 16 2024 15:04:33 GMT+0000 (Coordinated Universal Time);67;1210;discharging;49.9;25
Fri Feb 16 2024 15:04:39 GMT+0000 (Coordinated Universal Time);67;1211;discharging;49.9;25
Fri Feb 16 2024 15:04:44 GMT+0000 (Coordinated Universal Time);67;1212;discharging;49.9;25
Fri Feb 16 2024 15:04:49 GMT+0000 (Coordinated Universal Time);66;1214;discharging;49.8;25
Fri Feb 16 2024 15:04:55 GMT+0000 (Coordinated Universal Time);66;1213;discharging;49.8;25
Fri Feb 16 2024 15:05:00 GMT+0000 (Coordinated Universal Time);66;1210;discharging;49.8;25
Fri Feb 16 2024 15:05:05 GMT+0000 (Coordinated Universal Time);66;1219;discharging;49.8;25
Fri Feb 16 2024 15:05:11 GMT+0000 (Coordinated Universal Time);66;1214;discharging;49.8;26
Fri Feb 16 2024 15:05:16 GMT+0000 (Coordinated Universal Time);66;1211;discharging;49.8;25
Fri Feb 16 2024 15:05:21 GMT+0000 (Coordinated Universal Time);66;1211;discharging;49.8;25
Fri Feb 16 2024 15:05:27 GMT+0000 (Coordinated Universal Time);65;1211;discharging;49.7;25
Fri Feb 16 2024 15:05:32 GMT+0000 (Coordinated Universal Time);65;1213;discharging;49.7;25
Fri Feb 16 2024 15:05:37 GMT+0000 (Coordinated Universal Time);65;1216;discharging;49.7;25
Fri Feb 16 2024 15:05:43 GMT+0000 (Coordinated Universal Time);65;1211;discharging;49.7;25
Fri Feb 16 2024 15:05:48 GMT+0000 (Coordinated Universal Time);65;1213;discharging;49.7;25
Fri Feb 16 2024 15:05:53 GMT+0000 (Coordinated Universal Time);65;1215;discharging;49.7;26
Fri Feb 16 2024 15:05:59 GMT+0000 (Coordinated Universal Time);65;1211;discharging;49.7;25
Fri Feb 16 2024 15:06:05 GMT+0000 (Coordinated Universal Time);64;1215;discharging;49.6;26
Fri Feb 16 2024 15:06:10 GMT+0000 (Coordinated Universal Time);64;1213;discharging;49.6;26
Fri Feb 16 2024 15:06:15 GMT+0000 (Coordinated Universal Time);64;1212;discharging;49.6;25
Fri Feb 16 2024 15:06:21 GMT+0000 (Coordinated Universal Time);64;1214;discharging;49.6;26
Fri Feb 16 2024 15:06:26 GMT+0000 (Coordinated Universal Time);64;1215;discharging;49.6;25
Fri Feb 16 2024 15:06:31 GMT+0000 (Coordinated Universal Time);64;1210;discharging;49.6;26
Fri Feb 16 2024 15:06:36 GMT+0000 (Coordinated Universal Time);64;1212;discharging;49.6;25
Fri Feb 16 2024 15:06:42 GMT+0000 (Coordinated Universal Time);63;1210;discharging;49.5;26
Fri Feb 16 2024 15:06:47 GMT+0000 (Coordinated Universal Time);63;1214;discharging;49.5;25
Fri Feb 16 2024 15:06:53 GMT+0000 (Coordinated Universal Time);63;1214;discharging;49.5;26
Fri Feb 16 2024 15:06:58 GMT+0000 (Coordinated Universal Time);63;1208;discharging;49.5;26
Fri Feb 16 2024 15:07:04 GMT+0000 (Coordinated Universal Time);63;1212;discharging;49.5;25
Fri Feb 16 2024 15:07:09 GMT+0000 (Coordinated Universal Time);63;1211;discharging;49.5;25
Fri Feb 16 2024 15:07:14 GMT+0000 (Coordinated Universal Time);62;1210;discharging;49.4;25
Fri Feb 16 2024 15:07:20 GMT+0000 (Coordinated Universal Time);62;1210;discharging;49.4;25
Fri Feb 16 2024 15:07:25 GMT+0000 (Coordinated Universal Time);62;1210;discharging;49.4;25
Fri Feb 16 2024 15:07:30 GMT+0000 (Coordinated Universal Time);62;1211;discharging;49.4;25
Fri Feb 16 2024 15:07:36 GMT+0000 (Coordinated Universal Time);62;1216;discharging;49.4;26
Fri Feb 16 2024 15:07:41 GMT+0000 (Coordinated Universal Time);62;1215;discharging;49.4;26
Fri Feb 16 2024 15:07:46 GMT+0000 (Coordinated Universal Time);62;1209;discharging;49.4;25
Fri Feb 16 2024 15:07:51 GMT+0000 (Coordinated Universal Time);62;1210;discharging;49.4;25
Fri Feb 16 2024 15:07:57 GMT+0000 (Coordinated Universal Time);62;1212;discharging;49.4;26
Fri Feb 16 2024 15:08:02 GMT+0000 (Coordinated Universal Time);61;1209;discharging;49.3;26
Fri Feb 16 2024 15:08:07 GMT+0000 (Coordinated Universal Time);61;1212;discharging;49.3;25
Fri Feb 16 2024 15:08:13 GMT+0000 (Coordinated Universal Time);61;1212;discharging;49.3;25
Fri Feb 16 2024 15:08:18 GMT+0000 (Coordinated Universal Time);61;1212;discharging;49.3;25
Fri Feb 16 2024 15:08:23 GMT+0000 (Coordinated Universal Time);61;1213;discharging;49.3;25
Fri Feb 16 2024 15:08:29 GMT+0000 (Coordinated Universal Time);61;1212;discharging;49.3;26
Fri Feb 16 2024 15:08:34 GMT+0000 (Coordinated Universal Time);61;1209;discharging;49.3;25
Fri Feb 16 2024 15:08:40 GMT+0000 (Coordinated Universal Time);60;1208;discharging;49.2;25
Fri Feb 16 2024 15:08:45 GMT+0000 (Coordinated Universal Time);60;1210;discharging;49.2;26
Fri Feb 16 2024 15:08:51 GMT+0000 (Coordinated Universal Time);60;1208;discharging;49.2;26
Fri Feb 16 2024 15:08:56 GMT+0000 (Coordinated Universal Time);60;1208;discharging;49.2;26
Fri Feb 16 2024 15:09:03 GMT+0000 (Coordinated Universal Time);60;1207;discharging;49.2;26
Fri Feb 16 2024 15:09:08 GMT+0000 (Coordinated Universal Time);60;1207;discharging;49.2;26
Fri Feb 16 2024 15:09:14 GMT+0000 (Coordinated Universal Time);60;1209;discharging;49.2;26
Fri Feb 16 2024 15:09:19 GMT+0000 (Coordinated Universal Time);60;1209;discharging;49.2;25
Fri Feb 16 2024 15:09:24 GMT+0000 (Coordinated Universal Time);59;1206;discharging;49.1;25
Fri Feb 16 2024 15:09:30 GMT+0000 (Coordinated Universal Time);59;1213;discharging;49.1;25
Fri Feb 16 2024 15:09:35 GMT+0000 (Coordinated Universal Time);59;1210;discharging;49.1;25
Fri Feb 16 2024 15:09:40 GMT+0000 (Coordinated Universal Time);59;1209;discharging;49.1;25
Fri Feb 16 2024 15:09:46 GMT+0000 (Coordinated Universal Time);59;1211;discharging;49.1;25
Fri Feb 16 2024 15:09:51 GMT+0000 (Coordinated Universal Time);59;1211;discharging;49.1;25
Fri Feb 16 2024 15:09:56 GMT+0000 (Coordinated Universal Time);59;1211;discharging;49.1;25
Fri Feb 16 2024 15:10:02 GMT+0000 (Coordinated Universal Time);58;1212;discharging;49;26
Fri Feb 16 2024 15:10:07 GMT+0000 (Coordinated Universal Time);58;1212;discharging;49;26
Fri Feb 16 2024 15:10:13 GMT+0000 (Coordinated Universal Time);58;1211;discharging;49;25
Fri Feb 16 2024 15:10:18 GMT+0000 (Coordinated Universal Time);58;1212;discharging;49;26
Fri Feb 16 2024 15:10:23 GMT+0000 (Coordinated Universal Time);58;1213;discharging;49;25
Fri Feb 16 2024 15:10:29 GMT+0000 (Coordinated Universal Time);58;1212;discharging;49;25
Fri Feb 16 2024 15:10:34 GMT+0000 (Coordinated Universal Time);58;1210;discharging;49;25
Fri Feb 16 2024 15:10:39 GMT+0000 (Coordinated Universal Time);57;1212;discharging;48.9;26
Fri Feb 16 2024 15:10:44 GMT+0000 (Coordinated Universal Time);57;1210;discharging;48.9;25
Fri Feb 16 2024 15:10:50 GMT+0000 (Coordinated Universal Time);57;1211;discharging;48.9;25
Fri Feb 16 2024 15:10:55 GMT+0000 (Coordinated Universal Time);57;1210;discharging;48.9;26
Fri Feb 16 2024 15:11:00 GMT+0000 (Coordinated Universal Time);57;1209;discharging;48.9;25
Fri Feb 16 2024 15:11:05 GMT+0000 (Coordinated Universal Time);57;1214;discharging;48.9;25
Fri Feb 16 2024 15:11:11 GMT+0000 (Coordinated Universal Time);57;1212;discharging;48.9;26
Fri Feb 16 2024 15:11:16 GMT+0000 (Coordinated Universal Time);56;1211;discharging;48.8;25
Fri Feb 16 2024 15:11:21 GMT+0000 (Coordinated Universal Time);56;1208;discharging;48.8;25
Fri Feb 16 2024 15:11:27 GMT+0000 (Coordinated Universal Time);56;1212;discharging;48.8;26
Fri Feb 16 2024 15:11:32 GMT+0000 (Coordinated Universal Time);56;1213;discharging;48.8;26
Fri Feb 16 2024 15:11:37 GMT+0000 (Coordinated Universal Time);56;1213;discharging;48.8;26
Fri Feb 16 2024 15:11:43 GMT+0000 (Coordinated Universal Time);56;1212;discharging;48.8;26
Fri Feb 16 2024 15:11:48 GMT+0000 (Coordinated Universal Time);56;1214;discharging;48.8;25
Fri Feb 16 2024 15:11:53 GMT+0000 (Coordinated Universal Time);56;1210;discharging;48.8;25
Fri Feb 16 2024 15:11:58 GMT+0000 (Coordinated Universal Time);55;1212;discharging;48.7;25
Fri Feb 16 2024 15:12:04 GMT+0000 (Coordinated Universal Time);55;1211;discharging;48.7;25
Fri Feb 16 2024 15:12:10 GMT+0000 (Coordinated Universal Time);55;1211;discharging;48.7;25
Fri Feb 16 2024 15:12:15 GMT+0000 (Coordinated Universal Time);55;1211;discharging;48.7;25
Fri Feb 16 2024 15:12:20 GMT+0000 (Coordinated Universal Time);55;1212;discharging;48.7;25
Fri Feb 16 2024 15:12:26 GMT+0000 (Coordinated Universal Time);55;1212;discharging;48.7;26
Fri Feb 16 2024 15:12:31 GMT+0000 (Coordinated Universal Time);55;1211;discharging;48.7;26
Fri Feb 16 2024 15:12:36 GMT+0000 (Coordinated Universal Time);54;1212;discharging;48.6;26
Fri Feb 16 2024 15:12:42 GMT+0000 (Coordinated Universal Time);54;1209;discharging;48.6;26
Fri Feb 16 2024 15:12:47 GMT+0000 (Coordinated Universal Time);54;1208;discharging;48.6;26
Fri Feb 16 2024 15:12:52 GMT+0000 (Coordinated Universal Time);54;1209;discharging;48.6;26
Fri Feb 16 2024 15:12:57 GMT+0000 (Coordinated Universal Time);54;1212;discharging;48.6;26
Fri Feb 16 2024 15:13:03 GMT+0000 (Coordinated Universal Time);54;1216;discharging;48.6;26
Fri Feb 16 2024 15:13:08 GMT+0000 (Coordinated Universal Time);54;1209;discharging;48.6;26
Fri Feb 16 2024 15:13:14 GMT+0000 (Coordinated Universal Time);54;1212;discharging;48.6;25
Fri Feb 16 2024 15:13:19 GMT+0000 (Coordinated Universal Time);53;1211;discharging;48.5;26
Fri Feb 16 2024 15:13:25 GMT+0000 (Coordinated Universal Time);53;1213;discharging;48.5;26
Fri Feb 16 2024 15:13:30 GMT+0000 (Coordinated Universal Time);53;1213;discharging;48.5;26
Fri Feb 16 2024 15:13:36 GMT+0000 (Coordinated Universal Time);53;1212;discharging;48.5;26
Fri Feb 16 2024 15:13:41 GMT+0000 (Coordinated Universal Time);53;1212;discharging;48.5;26
Fri Feb 16 2024 15:13:46 GMT+0000 (Coordinated Universal Time);53;1219;discharging;48.5;26
Fri Feb 16 2024 15:13:52 GMT+0000 (Coordinated Universal Time);53;1211;discharging;48.5;26
Fri Feb 16 2024 15:13:57 GMT+0000 (Coordinated Universal Time);53;1212;discharging;48.5;26
Fri Feb 16 2024 15:14:02 GMT+0000 (Coordinated Universal Time);52;1212;discharging;48.4;26
Fri Feb 16 2024 15:14:07 GMT+0000 (Coordinated Universal Time);52;1213;discharging;48.4;26
Fri Feb 16 2024 15:14:13 GMT+0000 (Coordinated Universal Time);52;1212;discharging;48.4;26
Fri Feb 16 2024 15:14:18 GMT+0000 (Coordinated Universal Time);52;1210;discharging;48.4;26
Fri Feb 16 2024 15:14:23 GMT+0000 (Coordinated Universal Time);52;1215;discharging;48.4;26
Fri Feb 16 2024 15:14:28 GMT+0000 (Coordinated Universal Time);52;1213;discharging;48.4;26
Fri Feb 16 2024 15:14:34 GMT+0000 (Coordinated Universal Time);52;1212;discharging;48.4;26
Fri Feb 16 2024 15:14:39 GMT+0000 (Coordinated Universal Time);52;1213;discharging;48.4;26
Fri Feb 16 2024 15:14:44 GMT+0000 (Coordinated Universal Time);51;1213;discharging;48.3;26
Fri Feb 16 2024 15:14:50 GMT+0000 (Coordinated Universal Time);51;1214;discharging;48.3;26
Fri Feb 16 2024 15:14:55 GMT+0000 (Coordinated Universal Time);51;1210;discharging;48.3;26
Fri Feb 16 2024 15:15:02 GMT+0000 (Coordinated Universal Time);51;1209;discharging;48.3;26
Fri Feb 16 2024 15:15:07 GMT+0000 (Coordinated Universal Time);51;1215;discharging;48.3;26
Fri Feb 16 2024 15:15:13 GMT+0000 (Coordinated Universal Time);51;1211;discharging;48.3;26
Fri Feb 16 2024 15:15:18 GMT+0000 (Coordinated Universal Time);51;1212;discharging;48.3;26
Fri Feb 16 2024 15:15:23 GMT+0000 (Coordinated Universal Time);50;1213;discharging;48.2;26
Fri Feb 16 2024 15:15:28 GMT+0000 (Coordinated Universal Time);50;1212;discharging;48.2;26
Fri Feb 16 2024 15:15:34 GMT+0000 (Coordinated Universal Time);50;1207;discharging;48.2;27
Fri Feb 16 2024 15:15:39 GMT+0000 (Coordinated Universal Time);50;1209;discharging;48.2;26
Fri Feb 16 2024 15:15:44 GMT+0000 (Coordinated Universal Time);50;1210;discharging;48.2;26
Fri Feb 16 2024 15:15:50 GMT+0000 (Coordinated Universal Time);50;1214;discharging;48.2;26
Fri Feb 16 2024 15:15:56 GMT+0000 (Coordinated Universal Time);50;1214;discharging;48.2;26
Fri Feb 16 2024 15:16:01 GMT+0000 (Coordinated Universal Time);50;1214;discharging;48.2;26
Fri Feb 16 2024 15:16:05 GMT+0000 (Coordinated Universal Time);49;1209;discharging;48.1;26
Fri Feb 16 2024 15:16:11 GMT+0000 (Coordinated Universal Time);49;1212;discharging;48.1;27
Fri Feb 16 2024 15:16:16 GMT+0000 (Coordinated Universal Time);49;1207;discharging;48.1;26
Fri Feb 16 2024 15:16:21 GMT+0000 (Coordinated Universal Time);49;1211;discharging;48.1;26
Fri Feb 16 2024 15:16:27 GMT+0000 (Coordinated Universal Time);49;1212;discharging;48.1;27
Fri Feb 16 2024 15:16:32 GMT+0000 (Coordinated Universal Time);49;1210;discharging;48.1;26
Fri Feb 16 2024 15:16:37 GMT+0000 (Coordinated Universal Time);49;1209;discharging;48.1;26
Fri Feb 16 2024 15:16:43 GMT+0000 (Coordinated Universal Time);49;1213;discharging;48.1;26
Fri Feb 16 2024 15:16:48 GMT+0000 (Coordinated Universal Time);49;1213;discharging;48.1;26
Fri Feb 16 2024 15:16:53 GMT+0000 (Coordinated Universal Time);48;1212;discharging;48;27
Fri Feb 16 2024 15:16:59 GMT+0000 (Coordinated Universal Time);48;1206;discharging;48;27
Fri Feb 16 2024 15:17:05 GMT+0000 (Coordinated Universal Time);48;1213;discharging;48;27
Fri Feb 16 2024 15:18:31 GMT+0000 (Coordinated Universal Time);48;1214;discharging;47.8;26
Fri Feb 16 2024 15:18:36 GMT+0000 (Coordinated Universal Time);48;1214;discharging;47.8;26
Fri Feb 16 2024 15:18:41 GMT+0000 (Coordinated Universal Time);46;1208;discharging;47.8;27
Fri Feb 16 2024 15:18:46 GMT+0000 (Coordinated Universal Time);46;1210;discharging;47.8;27
Fri Feb 16 2024 15:18:52 GMT+0000 (Coordinated Universal Time);45;1212;discharging;47.7;27
Fri Feb 16 2024 15:18:57 GMT+0000 (Coordinated Universal Time);45;1207;discharging;47.7;26
Fri Feb 16 2024 15:19:03 GMT+0000 (Coordinated Universal Time);45;1212;discharging;47.7;27
Fri Feb 16 2024 15:19:08 GMT+0000 (Coordinated Universal Time);45;1212;discharging;47.7;27
Fri Feb 16 2024 15:19:14 GMT+0000 (Coordinated Universal Time);45;1209;discharging;47.7;27
Fri Feb 16 2024 15:19:19 GMT+0000 (Coordinated Universal Time);45;1212;discharging;47.7;26
Fri Feb 16 2024 15:19:25 GMT+0000 (Coordinated Universal Time);45;1211;discharging;47.7;26
Fri Feb 16 2024 15:19:30 GMT+0000 (Coordinated Universal Time);45;1212;discharging;47.7;26
Fri Feb 16 2024 15:19:35 GMT+0000 (Coordinated Universal Time);45;1209;discharging;47.7;27
Fri Feb 16 2024 15:19:41 GMT+0000 (Coordinated Universal Time);44;1213;discharging;47.6;26
Fri Feb 16 2024 15:19:46 GMT+0000 (Coordinated Universal Time);44;1215;discharging;47.6;26
Fri Feb 16 2024 15:19:51 GMT+0000 (Coordinated Universal Time);44;1207;discharging;47.6;27
Fri Feb 16 2024 15:19:56 GMT+0000 (Coordinated Universal Time);44;1209;discharging;47.6;27
Fri Feb 16 2024 15:20:02 GMT+0000 (Coordinated Universal Time);44;1212;discharging;47.6;26
Fri Feb 16 2024 15:20:08 GMT+0000 (Coordinated Universal Time);44;1212;discharging;47.6;26
Fri Feb 16 2024 15:20:13 GMT+0000 (Coordinated Universal Time);44;1209;discharging;47.6;27
Fri Feb 16 2024 15:20:18 GMT+0000 (Coordinated Universal Time);43;1210;discharging;47.5;26
Fri Feb 16 2024 15:20:23 GMT+0000 (Coordinated Universal Time);44;1212;discharging;47.6;27
Fri Feb 16 2024 15:20:29 GMT+0000 (Coordinated Universal Time);44;1103;discharging;47.6;24
Fri Feb 16 2024 15:20:34 GMT+0000 (Coordinated Universal Time);44;1100;discharging;47.6;24
Fri Feb 16 2024 15:20:39 GMT+0000 (Coordinated Universal Time);44;1105;discharging;47.6;25
Fri Feb 16 2024 15:20:45 GMT+0000 (Coordinated Universal Time);44;1102;discharging;47.6;25
Fri Feb 16 2024 15:20:50 GMT+0000 (Coordinated Universal Time);44;1101;discharging;47.6;24
Fri Feb 16 2024 15:20:56 GMT+0000 (Coordinated Universal Time);44;1101;discharging;47.6;25
Fri Feb 16 2024 15:21:01 GMT+0000 (Coordinated Universal Time);44;1100;discharging;47.6;25
Fri Feb 16 2024 15:21:06 GMT+0000 (Coordinated Universal Time);44;1101;discharging;47.6;24
Fri Feb 16 2024 15:21:12 GMT+0000 (Coordinated Universal Time);44;1105;discharging;47.6;24
Fri Feb 16 2024 15:21:17 GMT+0000 (Coordinated Universal Time);43;1102;discharging;47.5;24
Fri Feb 16 2024 15:21:23 GMT+0000 (Coordinated Universal Time);43;1102;discharging;47.5;24
Fri Feb 16 2024 15:21:28 GMT+0000 (Coordinated Universal Time);43;1103;discharging;47.5;25
Fri Feb 16 2024 15:21:33 GMT+0000 (Coordinated Universal Time);43;1102;discharging;47.5;25
Fri Feb 16 2024 15:21:38 GMT+0000 (Coordinated Universal Time);43;1099;discharging;47.5;25
Fri Feb 16 2024 15:21:44 GMT+0000 (Coordinated Universal Time);43;1103;discharging;47.5;25
Fri Feb 16 2024 15:21:49 GMT+0000 (Coordinated Universal Time);43;1102;discharging;47.5;24
Fri Feb 16 2024 15:21:54 GMT+0000 (Coordinated Universal Time);43;1103;discharging;47.5;25
Fri Feb 16 2024 15:22:00 GMT+0000 (Coordinated Universal Time);43;1104;discharging;47.5;25
Fri Feb 16 2024 15:22:05 GMT+0000 (Coordinated Universal Time);43;1099;discharging;47.5;24
Fri Feb 16 2024 15:22:11 GMT+0000 (Coordinated Universal Time);42;1100;discharging;47.4;24
Fri Feb 16 2024 15:22:16 GMT+0000 (Coordinated Universal Time);42;1100;discharging;47.4;25
Fri Feb 16 2024 15:22:21 GMT+0000 (Coordinated Universal Time);42;1099;discharging;47.4;25
Fri Feb 16 2024 15:22:26 GMT+0000 (Coordinated Universal Time);42;1099;discharging;47.4;25
Fri Feb 16 2024 15:22:32 GMT+0000 (Coordinated Universal Time);42;1100;discharging;47.4;24
Fri Feb 16 2024 15:22:37 GMT+0000 (Coordinated Universal Time);42;1105;discharging;47.4;24
Fri Feb 16 2024 15:22:43 GMT+0000 (Coordinated Universal Time);42;1103;discharging;47.4;25
Fri Feb 16 2024 15:22:48 GMT+0000 (Coordinated Universal Time);42;1097;discharging;47.4;24
Fri Feb 16 2024 15:22:53 GMT+0000 (Coordinated Universal Time);42;1104;discharging;47.4;24
Fri Feb 16 2024 15:22:59 GMT+0000 (Coordinated Universal Time);42;1105;discharging;47.4;24
Fri Feb 16 2024 15:23:04 GMT+0000 (Coordinated Universal Time);41;1105;discharging;47.3;25
Fri Feb 16 2024 15:23:09 GMT+0000 (Coordinated Universal Time);41;1102;discharging;47.3;24
Fri Feb 16 2024 15:23:15 GMT+0000 (Coordinated Universal Time);41;1104;discharging;47.3;24
Fri Feb 16 2024 15:23:20 GMT+0000 (Coordinated Universal Time);41;1107;discharging;47.3;25
Fri Feb 16 2024 15:23:25 GMT+0000 (Coordinated Universal Time);41;1103;discharging;47.3;24
Fri Feb 16 2024 15:23:31 GMT+0000 (Coordinated Universal Time);41;1103;discharging;47.3;24
Fri Feb 16 2024 15:23:36 GMT+0000 (Coordinated Universal Time);41;1103;discharging;47.3;25
Fri Feb 16 2024 15:23:41 GMT+0000 (Coordinated Universal Time);41;1103;discharging;47.3;25
Fri Feb 16 2024 15:23:46 GMT+0000 (Coordinated Universal Time);41;1103;discharging;47.3;25
Fri Feb 16 2024 15:23:52 GMT+0000 (Coordinated Universal Time);41;1100;discharging;47.3;25
Fri Feb 16 2024 15:23:57 GMT+0000 (Coordinated Universal Time);41;1102;discharging;47.3;25
Fri Feb 16 2024 15:24:02 GMT+0000 (Coordinated Universal Time);40;1102;discharging;47.2;24
Fri Feb 16 2024 15:24:08 GMT+0000 (Coordinated Universal Time);40;1100;discharging;47.2;25
Fri Feb 16 2024 15:24:13 GMT+0000 (Coordinated Universal Time);40;1102;discharging;47.2;24
Fri Feb 16 2024 15:24:18 GMT+0000 (Coordinated Universal Time);40;1102;discharging;47.2;24
Fri Feb 16 2024 15:24:23 GMT+0000 (Coordinated Universal Time);40;1101;discharging;47.2;24
Fri Feb 16 2024 15:24:29 GMT+0000 (Coordinated Universal Time);40;1103;discharging;47.2;24
Fri Feb 16 2024 15:24:34 GMT+0000 (Coordinated Universal Time);40;1102;discharging;47.2;24
Fri Feb 16 2024 15:24:39 GMT+0000 (Coordinated Universal Time);40;1103;discharging;47.2;25
Fri Feb 16 2024 15:24:45 GMT+0000 (Coordinated Universal Time);40;1107;discharging;47.2;25
Fri Feb 16 2024 15:24:50 GMT+0000 (Coordinated Universal Time);40;1107;discharging;47.2;25
Fri Feb 16 2024 15:24:55 GMT+0000 (Coordinated Universal Time);39;1106;discharging;47.1;24
Fri Feb 16 2024 15:25:01 GMT+0000 (Coordinated Universal Time);39;1104;discharging;47.1;24
Fri Feb 16 2024 15:25:05 GMT+0000 (Coordinated Universal Time);39;1106;discharging;47.1;25
Fri Feb 16 2024 15:25:11 GMT+0000 (Coordinated Universal Time);39;1105;discharging;47.1;24
Fri Feb 16 2024 15:25:16 GMT+0000 (Coordinated Universal Time);39;1105;discharging;47.1;25
Fri Feb 16 2024 15:25:21 GMT+0000 (Coordinated Universal Time);39;1103;discharging;47.1;25
Fri Feb 16 2024 15:25:27 GMT+0000 (Coordinated Universal Time);39;1106;discharging;47.1;24
Fri Feb 16 2024 15:25:32 GMT+0000 (Coordinated Universal Time);39;1104;discharging;47.1;24
Fri Feb 16 2024 15:25:37 GMT+0000 (Coordinated Universal Time);39;1104;discharging;47.1;25
Fri Feb 16 2024 15:25:43 GMT+0000 (Coordinated Universal Time);39;1103;discharging;47.1;24
Fri Feb 16 2024 15:25:48 GMT+0000 (Coordinated Universal Time);39;1104;discharging;47.1;24
Fri Feb 16 2024 15:25:53 GMT+0000 (Coordinated Universal Time);39;1104;discharging;47.1;24
Fri Feb 16 2024 15:25:58 GMT+0000 (Coordinated Universal Time);38;1105;discharging;47;25
Fri Feb 16 2024 15:26:05 GMT+0000 (Coordinated Universal Time);38;1107;discharging;47;25
Fri Feb 16 2024 15:26:10 GMT+0000 (Coordinated Universal Time);38;1105;discharging;47;24
Fri Feb 16 2024 15:26:16 GMT+0000 (Coordinated Universal Time);38;1105;discharging;47;25
Fri Feb 16 2024 15:26:21 GMT+0000 (Coordinated Universal Time);38;1105;discharging;47;25
Fri Feb 16 2024 15:26:26 GMT+0000 (Coordinated Universal Time);38;1106;discharging;47;24
Fri Feb 16 2024 15:26:31 GMT+0000 (Coordinated Universal Time);38;1103;discharging;47;24
Fri Feb 16 2024 15:26:37 GMT+0000 (Coordinated Universal Time);38;1104;discharging;47;25
Fri Feb 16 2024 15:26:42 GMT+0000 (Coordinated Universal Time);38;1107;discharging;47;25
Fri Feb 16 2024 15:26:47 GMT+0000 (Coordinated Universal Time);38;1105;discharging;47;24
Fri Feb 16 2024 15:26:53 GMT+0000 (Coordinated Universal Time);38;1104;discharging;47;25
Fri Feb 16 2024 15:26:58 GMT+0000 (Coordinated Universal Time);37;1102;discharging;46.9;25
Fri Feb 16 2024 15:27:03 GMT+0000 (Coordinated Universal Time);37;1107;discharging;46.9;24
Fri Feb 16 2024 15:27:09 GMT+0000 (Coordinated Universal Time);37;1104;discharging;46.9;24
Fri Feb 16 2024 15:27:14 GMT+0000 (Coordinated Universal Time);37;1108;discharging;46.9;25
Fri Feb 16 2024 15:27:20 GMT+0000 (Coordinated Universal Time);37;1104;discharging;46.9;25
Fri Feb 16 2024 15:27:25 GMT+0000 (Coordinated Universal Time);37;1104;discharging;46.9;25
Fri Feb 16 2024 15:27:30 GMT+0000 (Coordinated Universal Time);37;1106;discharging;46.9;25
Fri Feb 16 2024 15:27:36 GMT+0000 (Coordinated Universal Time);37;1106;discharging;46.9;25
Fri Feb 16 2024 15:27:41 GMT+0000 (Coordinated Universal Time);37;1102;discharging;46.9;24
Fri Feb 16 2024 15:27:46 GMT+0000 (Coordinated Universal Time);37;1106;discharging;46.9;24
Fri Feb 16 2024 15:27:52 GMT+0000 (Coordinated Universal Time);37;1105;discharging;46.9;25
Fri Feb 16 2024 15:27:57 GMT+0000 (Coordinated Universal Time);37;1108;discharging;46.9;24
Fri Feb 16 2024 15:28:03 GMT+0000 (Coordinated Universal Time);36;1104;discharging;46.8;25
Fri Feb 16 2024 15:28:08 GMT+0000 (Coordinated Universal Time);36;1105;discharging;46.8;25
Fri Feb 16 2024 15:28:13 GMT+0000 (Coordinated Universal Time);36;1108;discharging;46.8;25
Fri Feb 16 2024 15:28:19 GMT+0000 (Coordinated Universal Time);36;1104;discharging;46.8;24
Fri Feb 16 2024 15:28:24 GMT+0000 (Coordinated Universal Time);36;1105;discharging;46.8;25
Fri Feb 16 2024 15:28:29 GMT+0000 (Coordinated Universal Time);36;1109;discharging;46.8;25
Fri Feb 16 2024 15:28:35 GMT+0000 (Coordinated Universal Time);36;1109;discharging;46.8;25
Fri Feb 16 2024 15:28:40 GMT+0000 (Coordinated Universal Time);36;1107;discharging;46.8;25
Fri Feb 16 2024 15:28:45 GMT+0000 (Coordinated Universal Time);36;1105;discharging;46.8;25
Fri Feb 16 2024 15:28:51 GMT+0000 (Coordinated Universal Time);36;1106;discharging;46.8;25
Fri Feb 16 2024 15:28:56 GMT+0000 (Coordinated Universal Time);36;1105;discharging;46.8;24
Fri Feb 16 2024 15:29:02 GMT+0000 (Coordinated Universal Time);36;1104;discharging;46.8;24
Fri Feb 16 2024 15:30:27 GMT+0000 (Coordinated Universal Time);36;1107;discharging;46.6;25
Fri Feb 16 2024 15:30:32 GMT+0000 (Coordinated Universal Time);36;1107;discharging;46.6;25
