createdAt;chargeLevelPercent;houseLoadPowerW;batteryVoltageV;dischargingCurrentA
Mon Feb 05 2024 15:26:33 GMT+0000 (Coordinated Universal Time);65;1891;49.7;39
Mon Feb 05 2024 15:26:40 GMT+0000 (Coordinated Universal Time);64;1888;49.6;39
Mon Feb 05 2024 15:26:46 GMT+0000 (Coordinated Universal Time);64;1892;49.6;39
Mon Feb 05 2024 15:26:53 GMT+0000 (Coordinated Universal Time);64;1889;49.6;39
Mon Feb 05 2024 15:27:03 GMT+0000 (Coordinated Universal Time);63;1889;49.5;39
Mon Feb 05 2024 15:27:09 GMT+0000 (Coordinated Universal Time);63;1888;49.5;39
Mon Feb 05 2024 15:27:14 GMT+0000 (Coordinated Universal Time);62;1889;49.4;42
Mon Feb 05 2024 15:27:20 GMT+0000 (Coordinated Universal Time);63;1798;49.5;39
Mon Feb 05 2024 15:27:26 GMT+0000 (Coordinated Universal Time);64;1801;49.6;37
Mon Feb 05 2024 15:27:32 GMT+0000 (Coordinated Universal Time);64;1795;49.6;37
Mon Feb 05 2024 15:27:37 GMT+0000 (Coordinated Universal Time);63;1798;49.5;37
Mon Feb 05 2024 15:27:45 GMT+0000 (Coordinated Universal Time);63;1794;49.5;37
Mon Feb 05 2024 15:27:54 GMT+0000 (Coordinated Universal Time);63;1795;49.5;37
Mon Feb 05 2024 15:28:00 GMT+0000 (Coordinated Universal Time);62;1797;49.4;37
Mon Feb 05 2024 15:28:05 GMT+0000 (Coordinated Universal Time);62;1793;49.4;37
Mon Feb 05 2024 15:30:33 GMT+0000 (Coordinated Universal Time);62;1895;48.7;40
Mon Feb 05 2024 15:30:41 GMT+0000 (Coordinated Universal Time);62;1894;48.6;40
Mon Feb 05 2024 15:30:48 GMT+0000 (Coordinated Universal Time);54;1894;48.6;40
Mon Feb 05 2024 15:30:55 GMT+0000 (Coordinated Universal Time);54;1898;48.6;40
Mon Feb 05 2024 15:31:01 GMT+0000 (Coordinated Universal Time);54;1895;48.6;40
Mon Feb 05 2024 15:32:06 GMT+0000 (Coordinated Universal Time);54;1890;48.2;42
Mon Feb 05 2024 15:32:13 GMT+0000 (Coordinated Universal Time);54;1890;48.2;42
Mon Feb 05 2024 15:32:20 GMT+0000 (Coordinated Universal Time);51;1890;48.3;41
Mon Feb 05 2024 15:32:27 GMT+0000 (Coordinated Universal Time);50;1891;48.2;41
Mon Feb 05 2024 15:32:33 GMT+0000 (Coordinated Universal Time);50;1894;48.2;41
Mon Feb 05 2024 15:32:39 GMT+0000 (Coordinated Universal Time);50;1893;48.2;41
Mon Feb 05 2024 15:32:44 GMT+0000 (Coordinated Universal Time);49;1894;48.1;41
Mon Feb 05 2024 15:32:53 GMT+0000 (Coordinated Universal Time);49;1891;48.1;41
Mon Feb 05 2024 15:32:59 GMT+0000 (Coordinated Universal Time);49;1891;48.1;41
Mon Feb 05 2024 15:33:05 GMT+0000 (Coordinated Universal Time);49;1894;48.1;41
Mon Feb 05 2024 15:33:11 GMT+0000 (Coordinated Universal Time);48;1893;48;43
Mon Feb 05 2024 15:33:17 GMT+0000 (Coordinated Universal Time);48;1891;48;41
Mon Feb 05 2024 15:33:22 GMT+0000 (Coordinated Universal Time);48;1892;48;41
Mon Feb 05 2024 15:33:28 GMT+0000 (Coordinated Universal Time);48;1890;48;41
Mon Feb 05 2024 15:33:34 GMT+0000 (Coordinated Universal Time);48;1892;48;41
Mon Feb 05 2024 15:33:39 GMT+0000 (Coordinated Universal Time);48;1889;48;41
Mon Feb 05 2024 15:33:45 GMT+0000 (Coordinated Universal Time);47;1893;47.9;41
Mon Feb 05 2024 15:33:51 GMT+0000 (Coordinated Universal Time);47;1893;47.9;41
Mon Feb 05 2024 15:33:56 GMT+0000 (Coordinated Universal Time);46;1890;47.8;43
Mon Feb 05 2024 15:34:04 GMT+0000 (Coordinated Universal Time);47;1888;47.9;41
Mon Feb 05 2024 15:34:09 GMT+0000 (Coordinated Universal Time);46;1896;47.8;41
Mon Feb 05 2024 15:34:16 GMT+0000 (Coordinated Universal Time);46;1891;47.8;41
Mon Feb 05 2024 15:34:21 GMT+0000 (Coordinated Universal Time);46;1889;47.8;41
Mon Feb 05 2024 15:34:27 GMT+0000 (Coordinated Universal Time);45;1888;47.7;41
Mon Feb 05 2024 15:34:32 GMT+0000 (Coordinated Universal Time);45;1890;47.7;41
Mon Feb 05 2024 15:34:38 GMT+0000 (Coordinated Universal Time);45;1890;47.7;41
Mon Feb 05 2024 15:36:25 GMT+0000 (Coordinated Universal Time);45;1795;47.4;39
Mon Feb 05 2024 15:36:30 GMT+0000 (Coordinated Universal Time);45;1801;47.4;39
Mon Feb 05 2024 15:36:36 GMT+0000 (Coordinated Universal Time);42;1798;47.4;39
Mon Feb 05 2024 15:36:42 GMT+0000 (Coordinated Universal Time);41;1801;47.3;41
Mon Feb 05 2024 15:36:51 GMT+0000 (Coordinated Universal Time);41;1802;47.3;39
Mon Feb 05 2024 15:36:56 GMT+0000 (Coordinated Universal Time);41;1804;47.3;39
Mon Feb 05 2024 15:37:04 GMT+0000 (Coordinated Universal Time);41;1797;47.3;39
Mon Feb 05 2024 15:37:13 GMT+0000 (Coordinated Universal Time);40;1804;47.2;41
Mon Feb 05 2024 15:37:20 GMT+0000 (Coordinated Universal Time);41;1799;47.1;41
Mon Feb 05 2024 15:37:26 GMT+0000 (Coordinated Universal Time);39;1798;47.1;42
Mon Feb 05 2024 15:37:31 GMT+0000 (Coordinated Universal Time);39;1798;47.1;42
Mon Feb 05 2024 15:37:36 GMT+0000 (Coordinated Universal Time);40;1799;47.2;39
Mon Feb 05 2024 15:37:42 GMT+0000 (Coordinated Universal Time);39;1798;47.1;39
Mon Feb 05 2024 15:37:47 GMT+0000 (Coordinated Universal Time);39;1798;47.1;39
Mon Feb 05 2024 15:37:52 GMT+0000 (Coordinated Universal Time);39;1796;47.1;39
Mon Feb 05 2024 15:37:58 GMT+0000 (Coordinated Universal Time);39;1799;47.1;39
Mon Feb 05 2024 15:38:03 GMT+0000 (Coordinated Universal Time);39;1798;47.1;39
Mon Feb 05 2024 15:38:08 GMT+0000 (Coordinated Universal Time);38;1807;47;39
Mon Feb 05 2024 15:38:14 GMT+0000 (Coordinated Universal Time);39;1799;47.1;39
Mon Feb 05 2024 15:38:19 GMT+0000 (Coordinated Universal Time);38;1798;47;39
Mon Feb 05 2024 15:38:27 GMT+0000 (Coordinated Universal Time);38;1802;47;39
Mon Feb 05 2024 15:38:32 GMT+0000 (Coordinated Universal Time);38;1803;47;39
Mon Feb 05 2024 15:38:38 GMT+0000 (Coordinated Universal Time);38;1798;47;39
Mon Feb 05 2024 15:38:43 GMT+0000 (Coordinated Universal Time);37;1801;46.9;39
Mon Feb 05 2024 15:38:49 GMT+0000 (Coordinated Universal Time);37;1798;46.9;40
Mon Feb 05 2024 15:38:54 GMT+0000 (Coordinated Universal Time);37;1799;46.9;39
Mon Feb 05 2024 15:39:00 GMT+0000 (Coordinated Universal Time);36;1800;46.8;39
Mon Feb 05 2024 15:39:05 GMT+0000 (Coordinated Universal Time);36;1800;46.8;39
Mon Feb 05 2024 15:39:12 GMT+0000 (Coordinated Universal Time);36;1799;46.8;39
Mon Feb 05 2024 15:39:17 GMT+0000 (Coordinated Universal Time);36;1801;46.8;40
Mon Feb 05 2024 15:39:23 GMT+0000 (Coordinated Universal Time);36;1798;46.8;40
Mon Feb 05 2024 15:41:14 GMT+0000 (Coordinated Universal Time);36;1796;46.4;40
Mon Feb 05 2024 15:41:21 GMT+0000 (Coordinated Universal Time);36;1795;46.4;40
Mon Feb 05 2024 15:41:26 GMT+0000 (Coordinated Universal Time);32;1799;46.4;40
Mon Feb 05 2024 15:41:32 GMT+0000 (Coordinated Universal Time);31;1798;46.3;40
Mon Feb 05 2024 15:41:38 GMT+0000 (Coordinated Universal Time);31;1795;46.3;40
Mon Feb 05 2024 15:41:43 GMT+0000 (Coordinated Universal Time);31;1793;46.3;40
Mon Feb 05 2024 15:41:49 GMT+0000 (Coordinated Universal Time);30;1799;46.2;42
Mon Feb 05 2024 15:41:55 GMT+0000 (Coordinated Universal Time);30;1795;46.2;42
Mon Feb 05 2024 15:42:00 GMT+0000 (Coordinated Universal Time);31;1798;46.3;40
Mon Feb 05 2024 15:42:05 GMT+0000 (Coordinated Universal Time);31;1797;46.3;40
Mon Feb 05 2024 15:42:11 GMT+0000 (Coordinated Universal Time);30;1795;46.2;40
Mon Feb 05 2024 15:42:17 GMT+0000 (Coordinated Universal Time);30;1794;46.2;42
Mon Feb 05 2024 15:42:24 GMT+0000 (Coordinated Universal Time);30;1798;46.2;40
Mon Feb 05 2024 15:42:30 GMT+0000 (Coordinated Universal Time);30;1794;46.2;40
Mon Feb 05 2024 15:42:36 GMT+0000 (Coordinated Universal Time);30;1790;46.2;40
Mon Feb 05 2024 15:42:41 GMT+0000 (Coordinated Universal Time);29;1799;46.1;40
Mon Feb 05 2024 15:42:47 GMT+0000 (Coordinated Universal Time);29;1797;46.1;40
Mon Feb 05 2024 15:42:52 GMT+0000 (Coordinated Universal Time);29;1800;46.1;40
Mon Feb 05 2024 15:42:58 GMT+0000 (Coordinated Universal Time);29;1792;46.1;40
Mon Feb 05 2024 15:43:05 GMT+0000 (Coordinated Universal Time);28;1799;46;42
Mon Feb 05 2024 15:43:11 GMT+0000 (Coordinated Universal Time);29;1798;46.1;40
Mon Feb 05 2024 15:43:17 GMT+0000 (Coordinated Universal Time);28;1800;46;40
Mon Feb 05 2024 15:43:22 GMT+0000 (Coordinated Universal Time);28;1798;46;40
Mon Feb 05 2024 15:43:27 GMT+0000 (Coordinated Universal Time);27;1797;45.9;42
Mon Feb 05 2024 15:43:33 GMT+0000 (Coordinated Universal Time);27;1798;45.9;42
Mon Feb 05 2024 15:43:39 GMT+0000 (Coordinated Universal Time);27;1800;45.9;42
Mon Feb 05 2024 15:43:44 GMT+0000 (Coordinated Universal Time);28;1792;46;40
Mon Feb 05 2024 15:43:49 GMT+0000 (Coordinated Universal Time);28;1792;46;40
Mon Feb 05 2024 15:43:55 GMT+0000 (Coordinated Universal Time);27;1798;45.9;40
Mon Feb 05 2024 15:44:00 GMT+0000 (Coordinated Universal Time);27;1797;45.9;40
Mon Feb 05 2024 15:44:05 GMT+0000 (Coordinated Universal Time);27;1798;45.9;40
Mon Feb 05 2024 15:44:11 GMT+0000 (Coordinated Universal Time);27;1797;45.9;40
Mon Feb 05 2024 15:44:16 GMT+0000 (Coordinated Universal Time);27;1794;45.9;40
Mon Feb 05 2024 15:44:21 GMT+0000 (Coordinated Universal Time);27;1796;45.9;41
Mon Feb 05 2024 15:44:27 GMT+0000 (Coordinated Universal Time);27;1801;45.9;40
Mon Feb 05 2024 15:44:32 GMT+0000 (Coordinated Universal Time);26;1792;45.8;41
Mon Feb 05 2024 15:44:38 GMT+0000 (Coordinated Universal Time);26;1801;45.8;40
Mon Feb 05 2024 15:44:44 GMT+0000 (Coordinated Universal Time);26;1799;45.8;41
Mon Feb 05 2024 15:44:49 GMT+0000 (Coordinated Universal Time);26;1799;45.8;41
Mon Feb 05 2024 15:44:54 GMT+0000 (Coordinated Universal Time);26;1798;45.8;41
Mon Feb 05 2024 15:45:00 GMT+0000 (Coordinated Universal Time);26;1801;45.8;41
Mon Feb 05 2024 15:45:05 GMT+0000 (Coordinated Universal Time);25;1802;45.7;41
Mon Feb 05 2024 15:45:11 GMT+0000 (Coordinated Universal Time);25;1800;45.7;41
Mon Feb 05 2024 15:45:16 GMT+0000 (Coordinated Universal Time);25;1803;45.7;41
Mon Feb 05 2024 15:45:21 GMT+0000 (Coordinated Universal Time);25;1798;45.7;41
Mon Feb 05 2024 15:45:27 GMT+0000 (Coordinated Universal Time);25;1800;45.7;41
Mon Feb 05 2024 15:45:32 GMT+0000 (Coordinated Universal Time);25;1800;45.7;40
Mon Feb 05 2024 15:45:38 GMT+0000 (Coordinated Universal Time);25;1800;45.7;40
Mon Feb 05 2024 15:45:43 GMT+0000 (Coordinated Universal Time);25;1800;45.7;41
Mon Feb 05 2024 15:45:49 GMT+0000 (Coordinated Universal Time);24;1800;45.6;41
Mon Feb 05 2024 15:45:54 GMT+0000 (Coordinated Universal Time);24;1802;45.6;42
Mon Feb 05 2024 15:46:00 GMT+0000 (Coordinated Universal Time);23;1802;45.5;42
Mon Feb 05 2024 15:46:05 GMT+0000 (Coordinated Universal Time);23;1799;45.5;42
Mon Feb 05 2024 15:46:11 GMT+0000 (Coordinated Universal Time);24;1801;45.6;41
Mon Feb 05 2024 15:46:16 GMT+0000 (Coordinated Universal Time);24;1799;45.6;41
Mon Feb 05 2024 15:46:21 GMT+0000 (Coordinated Universal Time);23;1801;45.5;41
Mon Feb 05 2024 15:46:27 GMT+0000 (Coordinated Universal Time);23;1799;45.5;41
Mon Feb 05 2024 15:46:32 GMT+0000 (Coordinated Universal Time);22;1797;45.4;42
Mon Feb 05 2024 15:46:38 GMT+0000 (Coordinated Universal Time);22;1795;45.4;42
Mon Feb 05 2024 15:46:44 GMT+0000 (Coordinated Universal Time);24;1700;45.6;38
Mon Feb 05 2024 15:46:49 GMT+0000 (Coordinated Universal Time);23;1747;45.5;39
Mon Feb 05 2024 15:46:55 GMT+0000 (Coordinated Universal Time);23;1745;45.5;42
Mon Feb 05 2024 15:47:02 GMT+0000 (Coordinated Universal Time);23;1748;45.5;42
Mon Feb 05 2024 15:47:07 GMT+0000 (Coordinated Universal Time);23;1747;45.5;39
Mon Feb 05 2024 15:47:13 GMT+0000 (Coordinated Universal Time);23;1746;45.5;39
Mon Feb 05 2024 15:47:18 GMT+0000 (Coordinated Universal Time);23;1748;45.5;39
Mon Feb 05 2024 15:47:24 GMT+0000 (Coordinated Universal Time);23;1746;45.5;39
Mon Feb 05 2024 15:47:30 GMT+0000 (Coordinated Universal Time);23;1747;45.5;39
Mon Feb 05 2024 15:47:35 GMT+0000 (Coordinated Universal Time);22;1799;45.4;41
Mon Feb 05 2024 15:47:41 GMT+0000 (Coordinated Universal Time);22;1798;45.4;41
Mon Feb 05 2024 15:47:47 GMT+0000 (Coordinated Universal Time);22;1800;45.4;41
Mon Feb 05 2024 15:47:52 GMT+0000 (Coordinated Universal Time);22;1800;45.4;41
Mon Feb 05 2024 15:47:57 GMT+0000 (Coordinated Universal Time);22;1748;45.4;40
Mon Feb 05 2024 15:48:03 GMT+0000 (Coordinated Universal Time);22;1749;45.4;40
Mon Feb 05 2024 15:48:08 GMT+0000 (Coordinated Universal Time);22;1749;45.4;40
Mon Feb 05 2024 15:48:14 GMT+0000 (Coordinated Universal Time);21;1751;45.3;39
Mon Feb 05 2024 15:48:20 GMT+0000 (Coordinated Universal Time);21;1748;45.3;40
Mon Feb 05 2024 15:48:25 GMT+0000 (Coordinated Universal Time);21;1749;45.3;40
Mon Feb 05 2024 15:48:31 GMT+0000 (Coordinated Universal Time);21;1750;45.3;40
Mon Feb 05 2024 15:48:36 GMT+0000 (Coordinated Universal Time);21;1749;45.3;39
Mon Feb 05 2024 15:48:41 GMT+0000 (Coordinated Universal Time);21;1750;45.3;40
Mon Feb 05 2024 15:48:47 GMT+0000 (Coordinated Universal Time);20;1749;45.2;42
Mon Feb 05 2024 15:48:53 GMT+0000 (Coordinated Universal Time);21;1752;45.3;39
Mon Feb 05 2024 15:48:59 GMT+0000 (Coordinated Universal Time);20;1744;45.2;42
Mon Feb 05 2024 15:49:04 GMT+0000 (Coordinated Universal Time);20;1750;45.2;42
Mon Feb 05 2024 15:49:09 GMT+0000 (Coordinated Universal Time);20;1744;45.2;39
Mon Feb 05 2024 15:49:15 GMT+0000 (Coordinated Universal Time);20;1749;45.2;40
Mon Feb 05 2024 15:49:20 GMT+0000 (Coordinated Universal Time);20;1747;45.2;40
Mon Feb 05 2024 15:49:25 GMT+0000 (Coordinated Universal Time);20;1748;45.2;39
Mon Feb 05 2024 15:49:31 GMT+0000 (Coordinated Universal Time);20;1746;45.2;39
Mon Feb 05 2024 15:49:36 GMT+0000 (Coordinated Universal Time);20;1746;45.2;39
Mon Feb 05 2024 15:49:42 GMT+0000 (Coordinated Universal Time);20;1750;45.2;40
Mon Feb 05 2024 15:49:47 GMT+0000 (Coordinated Universal Time);19;1749;45.1;42
Mon Feb 05 2024 15:49:58 GMT+0000 (Coordinated Universal Time);19;1749;45.1;42
Mon Feb 05 2024 15:50:03 GMT+0000 (Coordinated Universal Time);19;1704;45.1;41
Mon Feb 05 2024 15:50:08 GMT+0000 (Coordinated Universal Time);20;1708;45.2;39
Mon Feb 05 2024 15:50:14 GMT+0000 (Coordinated Universal Time);20;1705;45.2;39
Mon Feb 05 2024 15:50:22 GMT+0000 (Coordinated Universal Time);19;1707;45.1;39
Mon Feb 05 2024 15:50:27 GMT+0000 (Coordinated Universal Time);19;1705;45.1;39
Mon Feb 05 2024 15:50:32 GMT+0000 (Coordinated Universal Time);19;1705;45.1;39
Mon Feb 05 2024 15:50:38 GMT+0000 (Coordinated Universal Time);19;1708;45.1;41
Mon Feb 05 2024 15:50:43 GMT+0000 (Coordinated Universal Time);19;1703;45.1;41
Mon Feb 05 2024 15:50:49 GMT+0000 (Coordinated Universal Time);18;1703;45;41
Mon Feb 05 2024 15:50:54 GMT+0000 (Coordinated Universal Time);19;1705;45.1;39
Mon Feb 05 2024 15:50:59 GMT+0000 (Coordinated Universal Time);19;1705;45.1;39
Mon Feb 05 2024 15:51:05 GMT+0000 (Coordinated Universal Time);19;1709;45.1;39
Mon Feb 05 2024 15:51:10 GMT+0000 (Coordinated Universal Time);19;1706;45.1;39
Mon Feb 05 2024 15:51:16 GMT+0000 (Coordinated Universal Time);19;1706;45.1;39
Mon Feb 05 2024 15:51:21 GMT+0000 (Coordinated Universal Time);19;1706;45.1;39
Mon Feb 05 2024 15:51:26 GMT+0000 (Coordinated Universal Time);18;1708;45;39
Mon Feb 05 2024 15:51:32 GMT+0000 (Coordinated Universal Time);18;1704;45;39
Mon Feb 05 2024 15:51:37 GMT+0000 (Coordinated Universal Time);18;1700;45;39
Mon Feb 05 2024 15:51:43 GMT+0000 (Coordinated Universal Time);18;1703;45;41
Mon Feb 05 2024 15:51:48 GMT+0000 (Coordinated Universal Time);18;1706;45;39
Mon Feb 05 2024 15:51:54 GMT+0000 (Coordinated Universal Time);18;1703;45;39
Mon Feb 05 2024 15:51:59 GMT+0000 (Coordinated Universal Time);18;1708;45;39
Mon Feb 05 2024 15:52:05 GMT+0000 (Coordinated Universal Time);18;1702;45;39
Mon Feb 05 2024 15:52:10 GMT+0000 (Coordinated Universal Time);18;1702;45;39
Mon Feb 05 2024 15:52:15 GMT+0000 (Coordinated Universal Time);18;1703;45;39
Mon Feb 05 2024 15:52:24 GMT+0000 (Coordinated Universal Time);18;1705;45;39
Mon Feb 05 2024 15:52:29 GMT+0000 (Coordinated Universal Time);17;1703;44.9;39
Mon Feb 05 2024 15:52:35 GMT+0000 (Coordinated Universal Time);17;1704;44.9;39
Mon Feb 05 2024 15:52:40 GMT+0000 (Coordinated Universal Time);17;1704;44.9;39
Mon Feb 05 2024 15:52:46 GMT+0000 (Coordinated Universal Time);17;1711;44.9;39
Mon Feb 05 2024 15:52:51 GMT+0000 (Coordinated Universal Time);17;1697;44.9;39
Mon Feb 05 2024 15:52:57 GMT+0000 (Coordinated Universal Time);17;1705;44.9;39
Mon Feb 05 2024 15:53:04 GMT+0000 (Coordinated Universal Time);17;1702;44.9;39
Mon Feb 05 2024 15:53:09 GMT+0000 (Coordinated Universal Time);17;1705;44.9;39
Mon Feb 05 2024 15:53:15 GMT+0000 (Coordinated Universal Time);17;1702;44.9;39
Mon Feb 05 2024 15:53:20 GMT+0000 (Coordinated Universal Time);17;1707;44.9;39
Mon Feb 05 2024 15:53:26 GMT+0000 (Coordinated Universal Time);17;1703;44.9;39
Mon Feb 05 2024 15:53:31 GMT+0000 (Coordinated Universal Time);16;1707;44.8;39
Mon Feb 05 2024 15:53:36 GMT+0000 (Coordinated Universal Time);16;1709;44.8;41
Mon Feb 05 2024 15:53:42 GMT+0000 (Coordinated Universal Time);16;1705;44.8;41
Mon Feb 05 2024 15:53:47 GMT+0000 (Coordinated Universal Time);16;1703;44.8;41
Mon Feb 05 2024 15:53:53 GMT+0000 (Coordinated Universal Time);16;1706;44.8;39
Mon Feb 05 2024 15:53:58 GMT+0000 (Coordinated Universal Time);16;1706;44.8;39
Mon Feb 05 2024 15:54:04 GMT+0000 (Coordinated Universal Time);16;1704;44.8;39
Mon Feb 05 2024 15:54:09 GMT+0000 (Coordinated Universal Time);15;1705;44.7;41
Mon Feb 05 2024 15:54:15 GMT+0000 (Coordinated Universal Time);16;1703;44.8;39
Mon Feb 05 2024 15:54:21 GMT+0000 (Coordinated Universal Time);16;1704;44.8;39
Mon Feb 05 2024 15:54:26 GMT+0000 (Coordinated Universal Time);15;1703;44.7;39
Mon Feb 05 2024 15:54:31 GMT+0000 (Coordinated Universal Time);15;1703;44.7;39
Mon Feb 05 2024 15:54:37 GMT+0000 (Coordinated Universal Time);15;1704;44.7;39
Mon Feb 05 2024 15:54:43 GMT+0000 (Coordinated Universal Time);15;1704;44.7;39
Mon Feb 05 2024 15:54:48 GMT+0000 (Coordinated Universal Time);15;1706;44.7;39
Mon Feb 05 2024 15:54:53 GMT+0000 (Coordinated Universal Time);15;1706;44.7;39
Mon Feb 05 2024 15:54:59 GMT+0000 (Coordinated Universal Time);15;1703;44.7;39
Mon Feb 05 2024 15:55:04 GMT+0000 (Coordinated Universal Time);14;1705;44.6;41
Mon Feb 05 2024 15:55:10 GMT+0000 (Coordinated Universal Time);15;1703;44.7;39
Mon Feb 05 2024 15:55:15 GMT+0000 (Coordinated Universal Time);15;1703;44.7;39
Mon Feb 05 2024 15:55:20 GMT+0000 (Coordinated Universal Time);15;1705;44.7;39
Mon Feb 05 2024 15:55:26 GMT+0000 (Coordinated Universal Time);15;1705;44.7;39
Mon Feb 05 2024 15:55:31 GMT+0000 (Coordinated Universal Time);14;1705;44.6;41
Mon Feb 05 2024 15:55:37 GMT+0000 (Coordinated Universal Time);14;1705;44.6;41
Mon Feb 05 2024 15:55:42 GMT+0000 (Coordinated Universal Time);14;1704;44.6;41
Mon Feb 05 2024 15:55:48 GMT+0000 (Coordinated Universal Time);14;1709;44.6;39
Mon Feb 05 2024 15:55:53 GMT+0000 (Coordinated Universal Time);14;1709;44.6;39
Mon Feb 05 2024 15:55:59 GMT+0000 (Coordinated Universal Time);14;1708;44.6;39
Mon Feb 05 2024 15:56:04 GMT+0000 (Coordinated Universal Time);14;1705;44.6;39
Mon Feb 05 2024 15:56:10 GMT+0000 (Coordinated Universal Time);14;1702;44.6;39
Mon Feb 05 2024 15:56:16 GMT+0000 (Coordinated Universal Time);14;1704;44.6;39
Mon Feb 05 2024 15:56:21 GMT+0000 (Coordinated Universal Time);14;1702;44.6;39
Mon Feb 05 2024 15:56:26 GMT+0000 (Coordinated Universal Time);14;1704;44.6;39
Mon Feb 05 2024 15:56:32 GMT+0000 (Coordinated Universal Time);14;1701;44.6;39
Mon Feb 05 2024 15:56:37 GMT+0000 (Coordinated Universal Time);14;1704;44.6;39
Mon Feb 05 2024 15:56:42 GMT+0000 (Coordinated Universal Time);13;1706;44.5;39
Mon Feb 05 2024 15:56:48 GMT+0000 (Coordinated Universal Time);13;1706;44.5;39
Mon Feb 05 2024 15:56:53 GMT+0000 (Coordinated Universal Time);13;1706;44.5;39
Mon Feb 05 2024 15:56:58 GMT+0000 (Coordinated Universal Time);13;1706;44.5;39
Mon Feb 05 2024 15:57:04 GMT+0000 (Coordinated Universal Time);13;1704;44.5;39
Mon Feb 05 2024 15:57:09 GMT+0000 (Coordinated Universal Time);12;1704;44.4;41
Mon Feb 05 2024 15:57:15 GMT+0000 (Coordinated Universal Time);13;1704;44.5;39
Mon Feb 05 2024 15:57:20 GMT+0000 (Coordinated Universal Time);13;1702;44.5;39
Mon Feb 05 2024 15:57:26 GMT+0000 (Coordinated Universal Time);13;1703;44.5;39
Mon Feb 05 2024 15:57:32 GMT+0000 (Coordinated Universal Time);13;1707;44.5;39
Mon Feb 05 2024 15:57:38 GMT+0000 (Coordinated Universal Time);13;1706;44.5;39
Mon Feb 05 2024 15:57:43 GMT+0000 (Coordinated Universal Time);12;1705;44.4;39
Mon Feb 05 2024 15:57:49 GMT+0000 (Coordinated Universal Time);12;1699;44.4;39
Mon Feb 05 2024 15:57:54 GMT+0000 (Coordinated Universal Time);12;1705;44.4;39
Mon Feb 05 2024 15:58:00 GMT+0000 (Coordinated Universal Time);12;1707;44.4;39
Mon Feb 05 2024 15:58:05 GMT+0000 (Coordinated Universal Time);12;1702;44.4;39
Mon Feb 05 2024 15:58:11 GMT+0000 (Coordinated Universal Time);12;1702;44.4;39
Mon Feb 05 2024 15:58:17 GMT+0000 (Coordinated Universal Time);11;1701;44.3;41
Mon Feb 05 2024 15:58:22 GMT+0000 (Coordinated Universal Time);11;1703;44.3;41
Mon Feb 05 2024 15:58:27 GMT+0000 (Coordinated Universal Time);12;1706;44.4;39
Mon Feb 05 2024 16:00:10 GMT+0000 (Coordinated Universal Time);10;1707;44.2;39
Mon Feb 05 2024 16:00:16 GMT+0000 (Coordinated Universal Time);10;1708;44.2;39
Mon Feb 05 2024 16:00:22 GMT+0000 (Coordinated Universal Time);10;1704;44.2;40
Mon Feb 05 2024 16:00:28 GMT+0000 (Coordinated Universal Time);10;1704;44.2;39
Mon Feb 05 2024 16:00:35 GMT+0000 (Coordinated Universal Time);10;1708;44.2;39
Mon Feb 05 2024 16:00:45 GMT+0000 (Coordinated Universal Time);10;1706;44.2;40
Mon Feb 05 2024 16:01:01 GMT+0000 (Coordinated Universal Time);9;1710;44.1;40
Mon Feb 05 2024 16:01:07 GMT+0000 (Coordinated Universal Time);9;1710;44.1;40
Mon Feb 05 2024 16:01:13 GMT+0000 (Coordinated Universal Time);9;1707;44.1;39
Mon Feb 05 2024 16:01:19 GMT+0000 (Coordinated Universal Time);9;1709;44.1;40
Mon Feb 05 2024 16:01:25 GMT+0000 (Coordinated Universal Time);8;1709;44;42
Mon Feb 05 2024 16:01:31 GMT+0000 (Coordinated Universal Time);8;1709;44;42
Mon Feb 05 2024 16:01:36 GMT+0000 (Coordinated Universal Time);8;1709;44;42
Mon Feb 05 2024 16:01:42 GMT+0000 (Coordinated Universal Time);9;1711;44.1;40
Mon Feb 05 2024 16:01:47 GMT+0000 (Coordinated Universal Time);9;1710;44.1;40
Mon Feb 05 2024 16:01:53 GMT+0000 (Coordinated Universal Time);9;1705;44.1;40
Mon Feb 05 2024 16:01:58 GMT+0000 (Coordinated Universal Time);8;1708;44;40
Mon Feb 05 2024 16:02:04 GMT+0000 (Coordinated Universal Time);8;1708;44;42
Mon Feb 05 2024 16:02:09 GMT+0000 (Coordinated Universal Time);8;1708;44;42
Mon Feb 05 2024 16:02:14 GMT+0000 (Coordinated Universal Time);8;1707;44;42
Mon Feb 05 2024 16:02:20 GMT+0000 (Coordinated Universal Time);8;1711;44;42
Mon Feb 05 2024 16:02:25 GMT+0000 (Coordinated Universal Time);7;1708;43.9;42
Mon Feb 05 2024 16:02:30 GMT+0000 (Coordinated Universal Time);7;1708;43.9;42
Mon Feb 05 2024 16:02:36 GMT+0000 (Coordinated Universal Time);8;1709;44;40
Mon Feb 05 2024 16:02:41 GMT+0000 (Coordinated Universal Time);8;1707;44;40
Mon Feb 05 2024 16:02:48 GMT+0000 (Coordinated Universal Time);8;1707;44;40
Mon Feb 05 2024 16:02:53 GMT+0000 (Coordinated Universal Time);7;1710;43.9;40
Mon Feb 05 2024 16:02:58 GMT+0000 (Coordinated Universal Time);7;1710;43.9;42
Mon Feb 05 2024 16:03:04 GMT+0000 (Coordinated Universal Time);7;1707;43.9;40
